"ZIPCODE","total_count","population","urticaria_count","urticaria_prev","urticaria_percap","heat_exhaustion_count","heat_exhaustion_prev","heat_exhaustion_percap","heat_syncope_count","heat_syncope_prev","heat_syncope_percap","heat_cramps_count","heat_cramps_prev","heat_cramps_percap","carbon_monoxide_count","carbon_monoxide_prev","carbon_monoxide_percap","heatstroke_count","heatstroke_prev","heatstroke_percap","all_effects_heat_count","all_effects_heat_prev","all_effects_heat_percap","hypothermia_count","hypothermia_prev","hypothermia_percap","osteoarthritis_count","osteoarthritis_prev","osteoarthritis_percap","kidney_disease_count","kidney_disease_prev","kidney_disease_percap","mental_illness_count","mental_illness_prev","mental_illness_percap","influenza_count","influenza_prev","influenza_percap","acute_bronchitis_count","acute_bronchitis_prev","acute_bronchitis_percap","bronchitis_count","bronchitis_prev","bronchitis_percap","copd_count","copd_prev","copd_percap","asthma_count","asthma_prev","asthma_percap","respiratory_count","respiratory_prev","respiratory_percap","hypertension_count","hypertension_prev","hypertension_percap","heart_attack_count","heart_attack_prev","heart_attack_percap","cerebrovascular_disease_count","cerebrovascular_disease_prev","cerebrovascular_disease_percap","congestive_artery_disease_count","congestive_artery_disease_prev","congestive_artery_disease_percap","angina_pectoris_count","angina_pectoris_prev","angina_pectoris_percap","heart_disease_count","heart_disease_prev","heart_disease_percap","circulatory_count","circulatory_prev","circulatory_percap","thyroid_count","thyroid_prev","thyroid_percap","diabetes_count","diabetes_prev","diabetes_percap"
"21217",170191,36563,448,0.00263233661004401,0.00043807754363663,33,0.000193899794936277,3.22691047768054e-05,3,1.76272540851161e-05,2.93355497970958e-06,2,1.17515027234108e-05,1.95570331980639e-06,32,0.000188024043574572,3.12912531169022e-05,1,5.87575136170538e-06,9.77851659903193e-07,48,0.000282036065361858,4.69368796753533e-05,24,0.000141018032680929,2.34684398376766e-05,2732,0.0160525527201791,0.00267149073485552,2398,0.0140900517653695,0.00234488828044786,44811,0.26329829426938,0.043818510731922,702,0.00412477745591718,0.000686451865252041,1188,0.00698039261770599,0.00116168777196499,2995,0.0175978753283076,0.00292866572141006,25797,0.151576757877914,0.0252256392705227,21440,0.125976109194963,0.0209651395883245,38737,0.227608980498381,0.03787903974967,30953,0.181872131898867,0.0302674424289835,77,0.000452432854851314,7.52945778125458e-05,603,0.00354307807110834,0.000589644550921625,1693,0.0099476470553672,0.00165550286021611,51,0.000299663319446974,4.98704346550628e-05,32515,0.19105005552585,0.0317948467217523,33242,0.19532172676581,0.0325057448785019,1734,0.0101885528611971,0.00169559477827214,12308,0.0723187477598698,0.0120353982300885
"21218",173151,48815,453,0.00261621359391514,0.000442966801936146,31,0.000179034484351809,3.0313401456999e-05,4,2.31012237873301e-05,3.91140663961277e-06,2,1.15506118936651e-05,1.95570331980639e-06,35,0.000202135708139139,3.42248080966117e-05,1,5.77530594683253e-06,9.77851659903193e-07,45,0.000259888767607464,4.40033246956437e-05,33,0.000190585096245474,3.22691047768054e-05,2882,0.0166444317387714,0.002818168483841,3183,0.018382798828768,0.00311250183347186,45215,0.261130458386033,0.0442135628025229,1018,0.00587926145387552,0.00099545298978145,1586,0.0091596352316764,0.00155087273260646,3776,0.0218075552552396,0.00369236786779446,25453,0.146998862264728,0.024889258299516,20184,0.116568775230868,0.019736957903486,38955,0.224977043158861,0.0380922114115289,37140,0.21449486286536,0.0363174106488046,91,0.000525552841161761,8.89845010511905e-05,751,0.00433725476607123,0.000734366596587298,2368,0.0136759244820994,0.00231555273065076,74,0.000427372640065607,7.23610228328363e-05,39412,0.227616357976564,0.0385390896201046,40080,0.231474262349048,0.03919229452892,2238,0.0129251347090112,0.00218843201486335,15677,0.0905394713284936,0.0153297804723024
"21222",125941,54771,447,0.00354928101253762,0.000437099691976727,29,0.000230266553386109,2.83576981371926e-05,4,3.17609039153254e-05,3.91140663961277e-06,0,0,0,26,0.000206445875449615,2.5424143157483e-05,2,1.58804519576627e-05,1.95570331980639e-06,42,0.000333489491110917,4.10697697159341e-05,11,8.73424857671449e-05,1.07563682589351e-05,1926,0.0152928752352292,0.00188334229697355,1846,0.0146576571569227,0.00180511416418129,37202,0.295392286864484,0.0363780374517186,820,0.00651098530264171,0.000801838361120618,751,0.00596310971010235,0.000734366596587298,2015,0.0159995553473452,0.00197037109470493,15087,0.119794189342629,0.0147528479929595,9781,0.0776633502989495,0.00956436708551313,23606,0.187436974456293,0.0230831662836748,22267,0.176805011870638,0.0217738229110644,86,0.000682859434179497,8.40952427516746e-05,466,0.00370014530613541,0.000455678873514888,1675,0.0132998785145425,0.00163790153033785,61,0.000484353784708713,5.96489512540948e-05,25163,0.199799906305333,0.024605681318144,25643,0.203611214775172,0.0250750501148976,2957,0.0234792482194043,0.00289150735833374,10381,0.0824274858862483,0.010151078081455
"21223",154267,23811,444,0.00287812688390907,0.000434166136997018,41,0.00026577297801863,4.00919180560309e-05,1,6.48226775655195e-06,9.77851659903193e-07,0,0,0,26,0.000168538961670351,2.5424143157483e-05,1,6.48226775655195e-06,9.77851659903193e-07,50,0.000324113387827598,4.88925829951596e-05,23,0.000149092158400695,2.24905881777734e-05,3108,0.0201468881873635,0.00303916295897912,2378,0.0154148327250805,0.00232533124724979,51939,0.336682505007552,0.0507886373637119,641,0.0041551336319498,0.000626802913997947,1330,0.0086214161162141,0.00130054270767125,2936,0.0190319381332365,0.00287097247347577,27944,0.181140490189088,0.0273250867843348,22915,0.148541165641388,0.0224074707866817,39771,0.257806270945828,0.0388901383660099,30818,0.199770527721418,0.0301354324548966,67,0.000434311939688981,6.55160612135139e-05,534,0.00346153098199874,0.000522172786388305,2000,0.0129645355131039,0.00195570331980639,44,0.000285219781288286,4.30254730357405e-05,32749,0.21228778675932,0.0320236640101697,33421,0.216643870691723,0.0326807803256246,1689,0.0109485502408162,0.00165159145357649,12942,0.0838935093052954,0.0126553561824671
"21224",110122,50957,444,0.00403189190170901,0.000434166136997018,19,0.000172535914712773,1.85791815381607e-05,0,0,0,2,1.81616752329235e-05,1.95570331980639e-06,17,0.00015437423947985,1.66234782183543e-05,2,1.81616752329235e-05,1.95570331980639e-06,26,0.000236101778028005,2.5424143157483e-05,7,6.35658633152322e-05,6.84496161932235e-06,1268,0.0115145020976735,0.00123991590475725,1166,0.0105882566607944,0.00114017503544712,25693,0.233313960879752,0.0251239426978927,804,0.00730099344363524,0.000786192734562167,587,0.00533045168086304,0.000573998924363174,1771,0.0160821634187537,0.00173177528968855,13017,0.118205263253483,0.0127286950569599,9664,0.0877572147254863,0.00944995844130445,22134,0.200995259802764,0.0216437686402973,14887,0.135186429596266,0.0145572776609788,42,0.000381395179891393,4.10697697159341e-05,292,0.00265160458400683,0.000285532684691732,1063,0.00965293038629883,0.00103945631447709,36,0.000326910154192623,3.52026597565149e-05,16332,0.148308239952053,0.0159702733095389,16821,0.152748769546503,0.0164484427712316,1569,0.0142478342202285,0.00153424925438811,6846,0.0621674143222971,0.00669437246369726
"21225",150922,33001,492,0.00325996209962762,0.000481103016672371,34,0.000225281933714104,3.32469564367086e-05,6,3.97556353613125e-05,5.86710995941916e-06,2,1.32518784537708e-05,1.95570331980639e-06,18,0.000119266906083937,1.76013298782575e-05,4,2.65037569075416e-05,3.91140663961277e-06,50,0.000331296961344271,4.88925829951596e-05,12,7.95112707226249e-05,1.17342199188383e-05,1820,0.0120592093929314,0.00177969002102381,1658,0.010985807238176,0.00162127805211949,37446,0.248114920289951,0.036616633256735,783,0.00518811041465128,0.0007656578497042,1568,0.0103894727077563,0.00153327140272821,3335,0.0220975073216628,0.00326113528577715,22118,0.146552523820252,0.0216281230137388,16990,0.112574707464783,0.0166136997017552,35436,0.234796782443911,0.0346511514203295,24968,0.165436450616875,0.0244150002444629,118,0.000781860828772478,0.000115386495868577,379,0.00251123096698957,0.00037060577910331,1532,0.0101509388955884,0.00149806874297169,33,0.000218655994487219,3.22691047768054e-05,26898,0.178224513324764,0.0263022539480761,27415,0.181650123905064,0.026807803256246,2074,0.0137421979565603,0.00202806434263922,11621,0.0770000397556354,0.011363614139735
"21226",21124,7770,69,0.00326642681310358,6.74717645333203e-05,6,0.00028403711418292,5.86710995941916e-06,0,0,0,0,0,0,1,4.73395190304866e-05,9.77851659903193e-07,0,0,0,7,0.000331376633213407,6.84496161932235e-06,3,0.00014201855709146,2.93355497970958e-06,297,0.0140598371520545,0.000290421942991248,226,0.01069873130089,0.000220994475138122,6512,0.308274947926529,0.00636777000928959,112,0.0053020261314145,0.000109519385909158,214,0.0101306570725241,0.000209260255219283,495,0.0234330619200909,0.00048403657165208,2869,0.135817080098466,0.00280545641226226,1939,0.0917913274001136,0.00189605436855229,4567,0.216199583412233,0.00446584853077788,3620,0.171369058890362,0.00353982300884956,28,0.00132550653285363,2.73798464772894e-05,68,0.00321908729407309,6.64939128734171e-05,247,0.0116928612005302,0.000241529359996089,13,0.000615413747396326,1.27120715787415e-05,4033,0.190920280249953,0.00394367574438958,4123,0.195180836962696,0.00403168239378086,381,0.0180363567506154,0.000372561482423116,1783,0.0844063624313577,0.00174350950960739
"21227",82656,33926,288,0.00348432055749129,0.000281621278052119,18,0.000217770034843206,1.76013298782575e-05,2,2.4196670538134e-05,1.95570331980639e-06,0,0,0,34,0.000411343399148277,3.32469564367086e-05,1,1.2098335269067e-05,9.77851659903193e-07,28,0.000338753387533875,2.73798464772894e-05,2,2.4196670538134e-05,1.95570331980639e-06,1347,0.0162964576074332,0.0013171661858896,1166,0.0141066589237321,0.00114017503544712,20949,0.253448025551684,0.020485014423312,606,0.00733159117305459,0.000592578105901335,771,0.00932781649245064,0.000753923629785362,1637,0.0198049748354626,0.00160074316726153,10262,0.124153116531165,0.0100347137339266,7631,0.0923223964382501,0.00746198601672126,17777,0.215072106078204,0.0173832689580991,13498,0.163303329461866,0.0131990417053733,43,0.00052022841656988,4.20476213758373e-05,363,0.00439169570267131,0.000354960152544859,943,0.0114087301587302,0.000922114115288711,20,0.00024196670538134,1.95570331980639e-05,14802,0.179079558652729,0.0144741602698871,15303,0.185140824622532,0.0149640639514986,2110,0.0255274874177313,0.00206326700239574,5876,0.0710898180410375,0.00574585635359116
"21228",63015,47806,171,0.00271363960961676,0.000167212633843446,25,0.000396730937078473,2.44462914975798e-05,2,3.17384749662779e-05,1.95570331980639e-06,0,0,0,17,0.000269777037213362,1.66234782183543e-05,1,1.58692374831389e-05,9.77851659903193e-07,28,0.00044433864952789,2.73798464772894e-05,6,9.52154248988336e-05,5.86710995941916e-06,1546,0.0245338411489328,0.00151175866621034,1900,0.030151551217964,0.00185791815381607,15817,0.251003729270809,0.0154666797046888,389,0.00617313338094105,0.000380384295702342,485,0.00769658017932238,0.000474258055053048,1085,0.0172181226692057,0.00106096905099496,6659,0.105673252400222,0.00651151420329536,4667,0.0740617313338094,0.0045636336967682,11168,0.177227644211696,0.0109206473377989,15184,0.240958501943982,0.0148476996039701,42,0.000666507974291835,4.10697697159341e-05,562,0.00891851146552408,0.000549552632865594,1193,0.0189320003173848,0.00116657703026451,36,0.000571292549393002,3.52026597565149e-05,16779,0.266269935729588,0.0164073730015157,17198,0.272919146235023,0.0168170928470151,2782,0.0441482186780925,0.00272038331785068,5792,0.0919146235023407,0.00566371681415929
"21229",162766,48225,523,0.00321320177432633,0.00051141641812937,46,0.000282614305198874,4.49811763555469e-05,3,1.84313677303614e-05,2.93355497970958e-06,0,0,0,20,0.000122875784869076,1.95570331980639e-05,2,1.22875784869076e-05,1.95570331980639e-06,59,0.000362483565363774,5.76932479342884e-05,24,0.000147450941842891,2.34684398376766e-05,2750,0.0168954204194979,0.00268909206473378,3221,0.0197891451531647,0.00314966019654818,39229,0.241014708231449,0.0383601427663423,1106,0.00679503090325989,0.00108150393585293,1497,0.00919725249745033,0.00146384393487508,3342,0.0205325436516226,0.00326798024739647,24577,0.150995908236364,0.0240326602454408,20173,0.123938660408193,0.0197262015352271,38795,0.23834830369979,0.0379357551459444,33097,0.20334099259059,0.032363956387816,67,0.000411633879311404,6.55160612135139e-05,839,0.00515463917525773,0.000820417542658779,2203,0.0135347677033287,0.00215420720676673,67,0.000411633879311404,6.55160612135139e-05,34926,0.214577983116867,0.0341524470737789,35706,0.219370138726761,0.0349151713685034,2494,0.0153226103731738,0.00243876203979856,14460,0.0888391924603418,0.0141397350022002
"21230",83671,34657,236,0.00282057104612112,0.000230772991737153,18,0.000215128300127882,1.76013298782575e-05,1,1.19515722293268e-05,9.77851659903193e-07,2,2.39031444586535e-05,1.95570331980639e-06,22,0.000262934589045189,2.15127365178702e-05,1,1.19515722293268e-05,9.77851659903193e-07,24,0.000286837733503842,2.34684398376766e-05,8,9.56125778346141e-05,7.82281327922554e-06,1053,0.0125850055574811,0.00102967779787806,1008,0.0120471848071614,0.000985674473182418,20108,0.240322214387303,0.0196626411773334,436,0.00521088549198647,0.000426343323717792,655,0.00782827981020903,0.000640492837236591,1540,0.0184054212331632,0.00150589155625092,11564,0.138207981259935,0.0113078765951205,8779,0.10492285260126,0.00858455972229013,18473,0.220781393792353,0.0180638537133917,13542,0.161848191129543,0.013242067178409,71,0.000848561628282201,6.94274678531267e-05,285,0.00340619808535813,0.00027868772307241,883,0.0105532382784955,0.000863443015694519,32,0.000382450311338457,3.12912531169022e-05,14743,0.176202029376965,0.0144164670219528,15077,0.18019385450156,0.0147430694763604,1246,0.0148916589977412,0.00121840316823938,5946,0.071064048475577,0.00581430596978438
"21231",42192,16729,147,0.00348407281001138,0.000143744194005769,10,0.000237011755783087,9.77851659903193e-06,1,2.37011755783087e-05,9.77851659903193e-07,0,0,0,4,9.48047023132347e-05,3.91140663961277e-06,1,2.37011755783087e-05,9.77851659903193e-07,13,0.000308115282518013,1.27120715787415e-05,9,0.000213310580204778,8.80066493912873e-06,602,0.0142681076981418,0.000588666699261722,436,0.0103337125521426,0.000426343323717792,10890,0.258105802047782,0.0106488045763458,243,0.00575938566552901,0.000237617953356476,189,0.00447952218430034,0.000184813963721703,593,0.014054797117937,0.000579866034322593,6267,0.148535267349261,0.00612819635261331,5124,0.121444823663254,0.00501051190534396,9248,0.219188471748199,0.00904317215078473,6230,0.147658323852863,0.00609201584119689,37,0.000876943496397421,3.61805114164181e-05,109,0.00258342813803565,0.000106585830929448,409,0.00969378081152825,0.000399941328900406,14,0.000331816458096322,1.36899232386447e-05,6767,0.160385855138415,0.0066171221825649,6969,0.165173492605233,0.00681464821786535,466,0.0110447478194918,0.000455678873514888,2610,0.0618600682593857,0.00255219283234733
"21234",118324,69649,431,0.00364254082012102,0.000421454065418276,38,0.000321152090869139,3.71583630763213e-05,3,2.53541124370373e-05,2.93355497970958e-06,3,2.53541124370373e-05,2.93355497970958e-06,16,0.000135221932997532,1.56456265584511e-05,1,8.45137081234576e-06,9.77851659903193e-07,47,0.000397214428180251,4.59590280154501e-05,14,0.000118319191372841,1.36899232386447e-05,1593,0.0134630337040668,0.00155771769422579,2121,0.0179253574929854,0.00207402337065467,24752,0.209188330347182,0.0242037842859238,964,0.00814712146310131,0.000942649000146678,1287,0.010876914235489,0.00125849508629541,2592,0.0219059531456002,0.00253459150246908,12869,0.108760690984078,0.0125839730112942,9654,0.081589533822386,0.00944017992470542,22571,0.190755890605456,0.022071089815675,23547,0.199004428518306,0.0230254730357405,141,0.00119164328454075,0.00013787708404635,616,0.00520604442040499,0.000602356622500367,1508,0.0127446671850174,0.00147460030313401,55,0.000464825394679017,5.37818412946756e-05,26279,0.222093573577634,0.025696963770596,26928,0.227578513234847,0.0263315894978732,2953,0.024956898008857,0.00288759595169413,9306,0.0786484567796897,0.00909988754705911
"21236",51455,39333,247,0.00480031095131668,0.000241529359996089,17,0.000330385773977262,1.66234782183543e-05,3,5.83033718783403e-05,2.93355497970958e-06,2,3.88689145855602e-05,1.95570331980639e-06,11,0.000213779030220581,1.07563682589351e-05,0,0,0,25,0.000485861432319502,2.44462914975798e-05,9,0.000174910115635021,8.80066493912873e-06,728,0.0141482849091439,0.000711876008409524,728,0.0141482849091439,0.000711876008409524,11091,0.215547565834224,0.0108453527599863,403,0.00783208628899038,0.000394074218940987,317,0.00616072296181129,0.000309978976189312,808,0.0157030414925663,0.00079010414120178,4899,0.0952094062773297,0.00479049528186574,3605,0.0700612185404723,0.00352515523395101,8639,0.167894276552327,0.00844766048990368,9934,0.193061898746478,0.00971397838947832,61,0.00118550189485959,5.96489512540948e-05,222,0.00431444951899718,0.000217083068498509,514,0.00998931104848897,0.000502615753190241,18,0.000349820231270042,1.76013298782575e-05,11204,0.217743659508308,0.0109558499975554,11488,0.223263045379458,0.0112335598689679,1435,0.0278884462151394,0.00140321713196108,3868,0.0751724808084734,0.00378233022050555
"21237",57839,30085,240,0.0041494493334947,0.000234684398376766,15,0.000259340583343419,1.46677748985479e-05,1,1.72893722228946e-05,9.77851659903193e-07,1,1.72893722228946e-05,9.77851659903193e-07,20,0.000345787444457892,1.95570331980639e-05,0,0,0,23,0.000397655561126576,2.24905881777734e-05,6,0.000103736233337368,5.86710995941916e-06,591,0.0102180189837307,0.000577910331002787,996,0.017220214734003,0.00097394025326358,12977,0.224364183336503,0.0126895809905637,488,0.00843721364477256,0.000477191610032758,417,0.00720966821694704,0.000407764142179631,1001,0.0173066615951175,0.000978829511563096,6427,0.111118795276544,0.00628465261819782,4538,0.0784591711474956,0.00443749083264069,11136,0.192534449074154,0.010889356084682,10801,0.186742509379484,0.0105617757786144,72,0.00124483480004841,7.04053195130299e-05,250,0.00432234305572365,0.000244462914975798,716,0.0123791905115925,0.000700141788490686,20,0.000345787444457892,1.95570331980639e-05,12090,0.209028510174796,0.0118222265682296,12315,0.212918618924947,0.0120422431917078,1355,0.0234270993620222,0.00132498899916883,4795,0.0829025398087795,0.00468879870923581
"21239",91243,32065,279,0.00305776881514198,0.000272820613112991,19,0.000208235152285655,1.85791815381607e-05,2,2.19194897142795e-05,1.95570331980639e-06,2,2.19194897142795e-05,1.95570331980639e-06,31,0.000339752090571331,3.0313401456999e-05,0,0,0,27,0.000295913111142773,2.64019948173862e-05,8,8.76779588571178e-05,7.82281327922554e-06,1320,0.0144668632114244,0.00129076419107221,1841,0.0201768902819942,0.00180022490588178,19118,0.209528402178797,0.0186945680340292,704,0.00771566037942637,0.000688407568571848,1224,0.013414727705139,0.00119689043172151,2277,0.0249553390397072,0.00222656822959957,12108,0.132700590730248,0.0118398278981079,9811,0.107526056793398,0.00959370263531022,20695,0.226811919818507,0.0202366401016966,20048,0.219720964895937,0.0196039700777392,83,0.000909658823142597,8.1161687771965e-05,560,0.00613745711999825,0.000547596929545788,1191,0.0130530561248534,0.0011646213269447,42,0.000460309283999868,4.10697697159341e-05,21316,0.23361792137479,0.0208438859824965,21727,0.238122376511075,0.0212457830147167,1446,0.015847791063424,0.00141397350022002,9084,0.0995583222822573,0.0088828044785606
"21251",301,881,1,0.00332225913621262,9.77851659903193e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00332225913621262,9.77851659903193e-07,4,0.0132890365448505,3.91140663961277e-06,50,0.166112956810631,4.88925829951596e-05,4,0.0132890365448505,3.91140663961277e-06,4,0.0132890365448505,3.91140663961277e-06,5,0.0166112956810631,4.88925829951596e-06,22,0.0730897009966777,2.15127365178702e-05,20,0.0664451827242525,1.95570331980639e-05,48,0.159468438538206,4.69368796753533e-05,23,0.0764119601328904,2.24905881777734e-05,0,0,0,3,0.00996677740863787,2.93355497970958e-06,0,0,0,0,0,0,24,0.079734219269103,2.34684398376766e-05,26,0.0863787375415282,2.5424143157483e-05,1,0.00332225913621262,9.77851659903193e-07,20,0.0664451827242525,1.95570331980639e-05
